interaction_id,session_id,lesson_id,part_id,action,time_spent_seconds,audio_replays,audio_interrupts,timestamp
1168,215,44,184,resume,125,0,0,2024-12-20T14:44:02
1169,216,19,92,start,351,1,2,2024-11-29T20:21:22
1170,216,3,155,start,448,0,0,2024-11-29T20:08:24
1171,217,28,39,stop,713,3,4,2026-01-11T00:45:36
1172,217,7,70,stop,687,0,0,2026-01-11T00:13:46
1173,217,46,20,resume,892,2,5,2026-01-10T23:57:58
1174,217,29,185,resume,499,1,0,2026-01-11T00:28:35
1175,217,18,38,start,140,0,0,2026-01-11T00:00:28
1176,217,21,127,pause,720,0,0,2026-01-11T00:56:38
1177,217,41,86,start,679,0,0,2026-01-11T00:53:00
1178,217,36,128,resume,514,0,0,2026-01-11T00:25:22
1179,217,25,22,resume,441,0,0,2026-01-11T00:24:58
1180,217,15,180,start,380,0,0,2026-01-10T23:47:46
1181,218,31,35,stop,71,0,0,2025-05-04T00:51:10
1182,219,9,76,pause,865,0,0,2025-12-17T08:31:06
1183,219,27,63,pause,239,0,0,2025-12-17T07:58:24
1184,219,45,181,start,760,1,5,2025-12-17T08:35:40
1185,219,45,28,resume,85,0,0,2025-12-17T08:15:39
1186,219,11,8,start,154,0,0,2025-12-17T07:59:21
1187,219,37,107,start,196,4,5,2025-12-17T08:01:51
1188,220,20,121,pause,355,0,0,2025-06-13T10:05:28
1189,220,1,74,start,71,0,0,2025-06-13T10:54:52
1190,220,12,129,start,415,4,5,2025-06-13T11:02:27
1191,220,46,67,stop,523,0,0,2025-06-13T09:49:52
1192,220,11,70,stop,544,4,1,2025-06-13T10:39:16
1193,220,4,57,pause,852,0,0,2025-06-13T10:39:35
1194,220,5,178,pause,330,0,0,2025-06-13T10:29:03
1195,220,25,43,start,390,0,0,2025-06-13T10:28:22
1196,220,7,27,start,627,3,0,2025-06-13T09:42:22
1197,221,5,55,resume,784,0,0,2025-03-02T06:57:27
1198,221,13,164,stop,256,3,0,2025-03-02T06:58:27
1199,221,37,124,start,332,0,0,2025-03-02T06:45:12
1200,222,23,193,pause,417,5,1,2025-08-17T11:45:04
1201,222,23,34,resume,109,0,0,2025-08-17T11:45:41
1202,222,33,26,resume,803,0,0,2025-08-17T11:38:59
1203,222,25,123,resume,882,0,0,2025-08-17T11:34:49
1204,222,44,119,start,650,1,5,2025-08-17T11:42:00
1205,223,42,37,resume,174,0,0,2026-02-01T14:23:54
1206,223,47,156,resume,797,0,0,2026-02-01T13:27:49
1207,223,22,75,pause,886,0,0,2026-02-01T14:19:19
1208,223,46,175,pause,223,5,4,2026-02-01T13:04:54
1209,224,32,25,resume,156,0,0,2026-03-07T15:47:22
1210,224,6,128,start,331,0,0,2026-03-07T15:02:37
1211,224,5,72,resume,371,1,0,2026-03-07T15:03:20
1212,225,31,66,resume,462,2,0,2026-03-31T23:09:09
1213,225,24,74,pause,887,0,0,2026-03-31T22:55:04
1214,225,29,94,resume,649,0,0,2026-03-31T23:08:21
1215,225,44,106,resume,279,0,0,2026-03-31T23:05:22
1216,225,3,159,stop,68,0,0,2026-03-31T22:59:55
1217,225,36,3,start,117,3,3,2026-03-31T22:36:36
1218,225,5,58,pause,483,0,0,2026-03-31T22:57:02
1219,225,30,165,resume,847,0,0,2026-03-31T22:48:52
1220,226,7,102,resume,214,4,2,2026-03-15T12:32:38
1221,226,39,125,pause,769,0,0,2026-03-15T12:41:17
1222,227,35,40,stop,159,0,0,2025-06-24T03:53:54
1223,227,3,154,resume,73,0,0,2025-06-24T04:18:29
1224,227,28,122,pause,226,0,0,2025-06-24T04:12:48
1225,227,44,109,pause,660,0,0,2025-06-24T03:15:23
1226,227,18,104,start,739,4,3,2025-06-24T03:44:19
1227,228,4,24,stop,448,3,2,2026-01-27T22:57:04
1228,228,27,124,pause,715,0,0,2026-01-27T23:42:17
1229,228,28,91,stop,594,0,0,2026-01-27T23:13:28
1230,228,39,51,start,693,5,4,2026-01-27T22:55:37
1231,228,47,191,resume,760,0,0,2026-01-27T23:08:10
1232,229,10,128,stop,126,0,0,2026-04-19T12:55:36
1233,229,17,134,resume,471,0,0,2026-04-19T12:58:01
1234,229,41,116,resume,602,0,0,2026-04-19T12:44:29
1235,230,13,108,resume,802,0,0,2025-10-14T13:55:04
1236,230,23,54,stop,705,0,0,2025-10-14T14:23:25
1237,230,24,5,pause,324,5,0,2025-10-14T14:31:52
1238,230,30,106,pause,370,0,0,2025-10-14T14:40:45
1239,231,22,30,stop,479,0,0,2026-04-08T11:11:21
1240,231,39,42,resume,400,3,5,2026-04-08T11:33:59
1241,231,19,180,resume,887,0,0,2026-04-08T10:42:42
1242,231,7,23,resume,641,4,0,2026-04-08T11:17:16
1243,231,35,26,resume,525,0,0,2026-04-08T11:24:39
1244,231,19,108,pause,805,4,4,2026-04-08T11:07:14
1245,231,31,32,pause,822,4,3,2026-04-08T11:53:04
1246,232,24,58,resume,284,3,2,2024-08-29T16:06:37
1247,232,27,173,pause,434,0,0,2024-08-29T15:02:09
1248,232,24,133,resume,624,3,2,2024-08-29T15:13:10
1249,232,28,62,resume,410,0,0,2024-08-29T15:14:57
1250,232,4,148,pause,661,0,0,2024-08-29T15:30:46
1251,232,26,82,resume,457,0,0,2024-08-29T15:18:01
1252,232,9,130,start,600,0,0,2024-08-29T16:02:17
1253,233,11,83,pause,105,0,0,2026-01-24T07:03:55
1254,233,38,40,start,734,5,0,2026-01-24T07:47:04
1255,233,47,34,stop,659,3,1,2026-01-24T07:20:50
1256,233,20,50,resume,261,0,0,2026-01-24T07:59:16
1257,233,25,67,resume,291,0,0,2026-01-24T07:08:27
1258,234,41,149,stop,123,0,0,2026-05-20T05:16:05
1259,234,7,37,pause,194,0,0,2026-05-20T05:07:17
1260,234,24,54,pause,512,0,0,2026-05-20T05:24:09
1261,235,41,20,pause,439,4,2,2025-10-21T00:12:19
1262,235,11,47,pause,192,0,0,2025-10-21T00:14:38
1263,235,3,31,stop,365,0,0,2025-10-20T23:59:00
1264,235,35,2,start,769,0,0,2025-10-20T23:38:35
1265,235,39,8,resume,540,5,1,2025-10-20T23:35:11
1266,235,14,8,pause,235,0,0,2025-10-20T23:23:21
1267,235,9,69,pause,214,0,0,2025-10-21T00:40:46
1268,236,42,76,pause,838,0,0,2025-04-05T18:14:52
1269,236,26,50,pause,212,0,0,2025-04-05T18:30:56
1270,236,18,101,start,822,0,0,2025-04-05T18:37:36
1271,236,14,185,pause,466,0,0,2025-04-05T18:08:49
1272,236,21,160,start,402,0,0,2025-04-05T18:09:17
1273,236,24,162,resume,470,0,0,2025-04-05T17:47:16
1274,237,17,151,pause,628,0,0,2026-01-13T12:31:41
1275,238,2,30,pause,340,0,0,2025-06-15T17:58:25
1276,238,16,19,pause,390,3,1,2025-06-15T18:37:38
1277,238,21,177,start,346,2,3,2025-06-15T18:13:53
1278,238,15,144,start,300,0,0,2025-06-15T18:17:44
1279,238,7,144,pause,632,0,0,2025-06-15T18:56:18
1280,238,43,20,resume,671,0,0,2025-06-15T17:57:34
1281,238,21,82,pause,60,0,0,2025-06-15T18:40:14
1282,238,18,108,start,473,0,0,2025-06-15T17:29:30
1283,238,25,61,resume,301,0,0,2025-06-15T17:12:19
1284,239,30,73,start,422,0,0,2025-07-09T13:35:42
1285,239,34,11,pause,26,0,0,2025-07-09T13:38:12
1286,239,27,186,pause,334,3,3,2025-07-09T13:39:00
1287,239,32,157,start,315,0,0,2025-07-09T14:26:29
1288,239,42,32,stop,642,0,0,2025-07-09T13:40:46
1289,239,1,36,start,340,4,1,2025-07-09T13:45:58
1290,239,24,138,stop,714,1,2,2025-07-09T14:40:52
1291,239,4,78,start,347,5,3,2025-07-09T13:53:38
1292,239,9,150,pause,139,3,1,2025-07-09T14:30:51
1293,239,27,164,pause,135,0,0,2025-07-09T14:13:02
1294,240,43,126,stop,339,0,0,2025-10-18T16:18:38
1295,240,6,68,resume,738,0,0,2025-10-18T16:11:44
1296,240,16,169,resume,886,0,0,2025-10-18T16:12:58
1297,240,32,16,pause,696,2,3,2025-10-18T16:19:06
1298,241,22,54,resume,789,0,0,2025-06-24T22:53:36
1299,241,20,182,pause,167,0,0,2025-06-24T23:28:49
1300,241,9,57,stop,404,4,4,2025-06-24T22:52:02
1301,241,13,18,pause,178,0,0,2025-06-24T23:11:03
1302,242,10,119,stop,772,0,0,2025-06-18T09:41:10
1303,242,30,48,pause,497,5,3,2025-06-18T10:08:58
1304,242,36,22,pause,227,2,3,2025-06-18T10:26:15
1305,242,4,113,pause,110,0,0,2025-06-18T09:34:09
1306,242,28,50,pause,422,0,0,2025-06-18T09:48:48
1307,242,39,127,resume,121,1,5,2025-06-18T09:57:07
1308,242,8,14,stop,599,3,1,2025-06-18T09:36:04
1309,242,15,159,resume,424,4,3,2025-06-18T09:40:08
1310,242,45,69,pause,185,0,0,2025-06-18T10:58:51
1311,242,19,181,resume,761,0,0,2025-06-18T09:28:51
1312,243,45,160,pause,322,0,0,2026-05-30T23:07:47
1313,243,11,81,resume,180,0,0,2026-05-30T23:02:27
1314,243,10,4,resume,448,0,0,2026-05-30T23:03:38
1315,244,5,44,resume,883,0,0,2024-12-18T00:30:22
1316,244,31,150,start,263,0,0,2024-12-18T00:35:00
1317,244,2,146,resume,307,2,4,2024-12-18T00:35:18
1318,245,7,78,resume,353,0,0,2025-03-18T20:20:26
1319,245,35,66,resume,269,0,0,2025-03-18T20:12:45
1320,245,23,78,resume,540,5,3,2025-03-18T19:50:52
1321,246,2,38,stop,886,0,0,2025-10-15T20:19:22
1322,246,23,128,start,601,0,0,2025-10-15T21:05:12
1323,246,24,53,resume,208,0,0,2025-10-15T21:21:01
1324,246,7,71,stop,705,0,0,2025-10-15T20:47:57
1325,246,34,45,pause,705,0,0,2025-10-15T20:30:41
1326,246,38,107,stop,292,0,0,2025-10-15T20:27:13
1327,246,34,180,pause,637,1,3,2025-10-15T21:09:59
1328,246,23,74,start,18,0,0,2025-10-15T20:43:54
1329,246,30,175,start,306,0,0,2025-10-15T20:54:53
1330,247,19,17,resume,25,0,0,2025-08-21T14:20:17
1331,247,38,32,start,323,1,3,2025-08-21T14:17:08
1332,247,4,65,start,300,0,0,2025-08-21T14:30:33
1333,248,36,40,stop,740,0,0,2025-12-02T07:53:55
1334,248,13,111,resume,92,0,0,2025-12-02T07:56:00
1335,248,23,64,resume,662,4,3,2025-12-02T08:07:09
1336,248,17,78,resume,187,0,0,2025-12-02T08:24:07
1337,248,21,149,start,796,0,0,2025-12-02T07:46:35
1338,248,36,52,pause,97,3,4,2025-12-02T09:01:32
1339,248,12,97,resume,863,0,0,2025-12-02T08:11:02
1340,248,29,178,pause,711,3,3,2025-12-02T08:02:31
1341,248,27,119,start,582,0,0,2025-12-02T07:28:46
1342,249,9,158,stop,815,2,4,2025-08-16T03:40:38
1343,249,35,145,stop,64,4,1,2025-08-16T03:32:06
1344,249,34,118,stop,96,1,2,2025-08-16T04:05:24
1345,249,22,153,start,307,0,0,2025-08-16T03:44:47
1346,249,4,32,resume,700,0,0,2025-08-16T03:40:31
1347,249,45,53,resume,585,0,0,2025-08-16T03:58:26
1348,249,15,173,resume,168,0,0,2025-08-16T03:24:09
1349,250,1,125,resume,215,0,0,2025-10-02T00:48:35
1350,250,39,31,resume,263,2,0,2025-10-02T01:09:24
1351,250,29,101,start,134,0,0,2025-10-02T00:59:19
1352,250,12,61,stop,569,0,0,2025-10-02T00:57:01
1353,250,29,169,resume,452,0,0,2025-10-02T00:50:24
1354,251,43,62,pause,769,5,1,2026-05-13T12:29:23
1355,252,7,151,pause,693,3,3,2026-03-13T19:04:26
1356,252,30,107,resume,161,0,0,2026-03-13T18:33:19
1357,252,37,100,start,320,0,0,2026-03-13T18:33:50
1358,252,43,159,pause,373,0,0,2026-03-13T19:54:38
1359,252,47,118,pause,172,0,0,2026-03-13T19:02:00
1360,253,46,135,pause,74,2,5,2025-09-10T08:58:07
1361,253,37,87,pause,889,0,0,2025-09-10T09:25:26
1362,253,43,78,stop,79,4,3,2025-09-10T09:33:00
1363,253,12,148,resume,529,0,0,2025-09-10T09:24:57
1364,253,9,179,pause,604,0,0,2025-09-10T09:06:35
1365,253,26,18,start,882,0,0,2025-09-10T09:23:07
1366,253,43,28,pause,705,4,2,2025-09-10T09:24:17
1367,253,47,61,start,188,0,0,2025-09-10T09:22:55
1368,253,27,17,start,266,0,0,2025-09-10T08:56:32
1369,254,24,156,resume,40,0,0,2025-04-07T19:35:49
1370,254,45,116,pause,662,0,0,2025-04-07T19:12:44
1371,255,32,113,resume,240,2,5,2025-05-10T00:17:11
1372,255,13,23,resume,654,0,0,2025-05-10T00:45:54
1373,255,3,36,stop,378,4,4,2025-05-10T00:31:01
1374,255,12,175,resume,755,5,3,2025-05-10T00:18:11
1375,256,31,129,pause,643,0,0,2026-01-22T09:15:54
1376,256,5,113,pause,395,0,0,2026-01-22T09:13:07
1377,256,9,133,pause,130,0,0,2026-01-22T08:32:35
1378,256,35,85,start,851,3,2,2026-01-22T08:20:53
1379,257,11,74,start,599,2,4,2026-01-02T13:36:18
1380,257,26,159,start,724,0,0,2026-01-02T13:34:34
1381,257,17,168,start,356,0,0,2026-01-02T13:14:21
1382,257,4,36,pause,846,3,5,2026-01-02T13:35:27
1383,257,32,19,resume,587,5,5,2026-01-02T13:32:08
1384,257,23,19,stop,622,0,0,2026-01-02T13:28:01
1385,258,31,34,pause,52,0,0,2025-10-04T05:07:06
1386,258,15,167,pause,499,0,0,2025-10-04T05:19:39
1387,259,4,7,resume,840,2,4,2025-09-18T11:16:50
1388,259,44,189,start,503,0,0,2025-09-18T11:09:03
1389,259,45,33,pause,447,0,0,2025-09-18T11:16:01
1390,259,8,158,stop,386,3,1,2025-09-18T11:13:08
1391,260,6,151,start,432,5,4,2026-01-24T15:08:02
1392,261,16,15,start,139,0,0,2025-11-06T21:30:21
1393,262,23,155,resume,260,3,1,2026-05-22T12:40:13
1394,262,8,169,start,266,0,0,2026-05-22T12:48:31
1395,262,46,189,resume,889,2,3,2026-05-22T12:42:53
1396,262,36,75,stop,260,0,0,2026-05-22T12:38:14
1397,262,45,139,resume,65,3,3,2026-05-22T12:42:42
1398,263,6,53,stop,871,0,0,2025-12-27T20:40:58
1399,263,36,54,start,752,2,0,2025-12-27T20:41:06
1400,263,42,117,stop,31,0,0,2025-12-27T20:11:53
1401,263,18,151,pause,857,1,0,2025-12-27T19:58:28
1402,263,32,5,stop,403,0,0,2025-12-27T20:08:32
1403,263,25,48,resume,555,1,5,2025-12-27T20:00:03
1404,263,23,7,stop,782,0,0,2025-12-27T20:35:55
1405,263,17,193,resume,785,0,0,2025-12-27T19:43:07
1406,263,40,112,stop,811,0,0,2025-12-27T20:25:55
1407,263,4,28,resume,748,0,0,2025-12-27T20:38:19
1408,264,35,119,pause,746,0,0,2025-05-02T03:34:45
1409,264,11,98,pause,253,0,0,2025-05-02T03:05:57
1410,264,44,71,start,265,5,2,2025-05-02T03:19:31
1411,264,40,71,pause,685,0,0,2025-05-02T03:13:47
1412,264,39,4,start,592,0,0,2025-05-02T03:40:51
1413,265,29,119,start,19,0,0,2025-12-05T19:45:23
1414,265,31,164,stop,233,0,0,2025-12-05T19:41:41
1415,265,6,71,stop,574,0,0,2025-12-05T19:35:37
1416,265,12,67,resume,292,3,3,2025-12-05T19:23:40
1417,265,10,159,resume,248,0,0,2025-12-05T19:22:51
1418,266,33,113,resume,52,5,5,2026-03-01T03:02:02
1419,267,2,174,stop,879,0,0,2025-11-24T19:47:33
1420,267,39,61,pause,89,0,0,2025-11-24T19:54:55
1421,267,5,61,pause,594,3,5,2025-11-24T19:50:33
1422,267,19,37,start,631,0,0,2025-11-24T20:08:25
1423,267,27,167,pause,311,0,0,2025-11-24T20:00:27
1424,268,19,39,stop,36,0,0,2026-03-08T07:03:17
1425,268,21,131,resume,769,5,4,2026-03-08T07:53:02
1426,268,25,150,start,753,0,0,2026-03-08T07:06:53
1427,269,15,145,resume,598,0,0,2025-01-04T03:20:44
1428,269,35,188,start,550,0,0,2025-01-04T03:24:36
1429,270,34,134,pause,285,0,0,2025-03-24T12:28:28
1430,270,16,85,pause,796,0,0,2025-03-24T13:03:41
1431,270,21,192,stop,719,2,3,2025-03-24T12:52:40
1432,270,24,21,pause,527,0,0,2025-03-24T12:23:08
1433,270,31,155,pause,815,0,0,2025-03-24T12:38:32
1434,270,9,138,pause,427,0,0,2025-03-24T12:50:02
1435,270,39,67,resume,359,0,0,2025-03-24T12:33:49
1436,270,27,130,stop,599,4,5,2025-03-24T12:59:21
1437,270,12,117,start,133,4,2,2025-03-24T12:54:08
1438,270,31,191,start,900,0,0,2025-03-24T12:21:14
1439,271,11,19,start,897,5,3,2026-03-08T17:55:19
1440,271,26,179,resume,739,0,0,2026-03-08T16:55:27
1441,271,22,152,resume,120,0,0,2026-03-08T18:04:07
1442,271,23,115,stop,655,4,5,2026-03-08T17:48:30
1443,271,31,180,start,197,5,4,2026-03-08T16:34:54
1444,271,38,152,pause,674,0,0,2026-03-08T17:11:08
1445,271,12,131,resume,296,0,0,2026-03-08T17:59:17
1446,272,32,88,start,540,5,4,2026-03-23T01:24:01
1447,272,19,83,pause,785,0,0,2026-03-23T00:46:06
1448,273,47,54,pause,294,5,4,2026-03-01T01:56:35
1449,273,11,31,pause,508,0,0,2026-03-01T02:02:41
1450,273,19,67,stop,781,0,0,2026-03-01T01:46:22
1451,274,10,25,pause,868,0,0,2026-05-04T18:55:45
1452,274,39,11,stop,562,5,1,2026-05-04T18:27:38
1453,274,2,95,pause,594,0,0,2026-05-04T18:51:09
1454,274,9,117,pause,122,0,0,2026-05-04T19:07:22
1455,275,28,127,pause,895,0,0,2026-03-22T19:59:53
1456,275,43,30,stop,832,1,5,2026-03-22T20:13:40
1457,276,33,86,pause,655,0,0,2026-05-16T13:59:05
1458,276,5,181,resume,49,0,0,2026-05-16T13:28:16
1459,277,36,170,stop,651,0,0,2024-10-15T21:35:41
1460,277,1,63,start,395,0,0,2024-10-15T22:34:14
1461,277,13,68,pause,506,2,5,2024-10-15T22:07:58
1462,277,41,23,stop,887,2,0,2024-10-15T22:03:36
1463,277,40,54,resume,49,0,0,2024-10-15T22:02:28
1464,277,25,162,resume,663,3,3,2024-10-15T22:10:19
1465,277,20,60,stop,694,0,0,2024-10-15T22:07:09
1466,277,26,154,pause,502,0,0,2024-10-15T21:53:52
1467,277,19,108,stop,343,2,5,2024-10-15T22:02:56
1468,278,21,170,start,723,0,0,2024-08-10T10:02:50
1469,278,31,126,resume,713,2,0,2024-08-10T09:54:41
1470,278,27,16,resume,340,0,0,2024-08-10T09:52:27
1471,279,29,109,pause,65,0,0,2025-03-05T08:13:44
1472,279,22,163,resume,325,0,0,2025-03-05T08:16:58
1473,279,11,138,pause,650,1,4,2025-03-05T08:19:54
1474,279,35,6,stop,31,4,0,2025-03-05T08:22:57
1475,279,23,142,start,60,0,0,2025-03-05T08:18:15
1476,279,13,41,stop,415,0,0,2025-03-05T08:24:23
1477,280,11,96,pause,230,5,5,2025-04-18T03:34:47
1478,280,2,194,stop,114,5,3,2025-04-18T03:59:12
1479,280,19,78,start,656,2,0,2025-04-18T03:35:51
1480,280,25,168,pause,847,3,0,2025-04-18T03:27:02
1481,281,47,107,start,770,0,0,2026-03-19T07:04:34
1482,281,10,25,resume,821,0,0,2026-03-19T06:49:12
1483,281,20,83,pause,771,0,0,2026-03-19T06:36:20
1484,281,13,26,pause,681,5,3,2026-03-19T06:48:41
1485,281,15,105,resume,504,0,0,2026-03-19T06:45:28
1486,281,33,63,pause,518,0,0,2026-03-19T07:00:58
1487,281,35,183,start,239,0,0,2026-03-19T06:55:44
1488,281,15,115,pause,586,1,5,2026-03-19T06:46:23
1489,281,41,22,start,183,2,3,2026-03-19T06:56:17
1490,282,40,122,resume,869,5,1,2026-05-08T10:31:06
1491,282,27,80,resume,864,0,0,2026-05-08T10:36:58
1492,283,39,105,stop,284,0,0,2025-12-31T17:22:49
1493,283,32,140,pause,677,0,0,2025-12-31T17:05:05
1494,283,31,132,resume,767,0,0,2025-12-31T17:34:37
1495,283,7,109,resume,394,2,0,2025-12-31T17:02:13
1496,283,11,51,pause,126,0,0,2025-12-31T16:57:25
1497,283,11,161,resume,508,0,0,2025-12-31T17:01:21
1498,284,1,76,start,311,0,0,2026-03-03T11:15:50
1499,284,18,134,pause,390,0,0,2026-03-03T11:06:09
1500,284,19,134,resume,832,5,5,2026-03-03T10:54:13
1501,284,31,119,pause,348,0,0,2026-03-03T11:28:40
1502,284,9,43,resume,859,0,0,2026-03-03T11:00:34
1503,284,12,39,pause,15,0,0,2026-03-03T10:50:32
1504,284,45,25,resume,348,1,0,2026-03-03T11:09:56
1505,284,5,90,resume,241,0,0,2026-03-03T10:52:35
1506,284,13,71,pause,898,4,4,2026-03-03T11:16:25
1507,285,26,66,resume,666,0,0,2025-08-17T14:25:47
1508,285,10,27,resume,296,2,2,2025-08-17T14:23:35
1509,285,34,151,resume,402,3,4,2025-08-17T14:28:23
1510,285,18,189,stop,694,0,0,2025-08-17T14:31:32
1511,285,1,60,stop,103,5,1,2025-08-17T14:13:55
1512,285,1,83,start,63,0,0,2025-08-17T14:13:47
1513,286,31,84,pause,788,0,0,2026-02-16T21:28:39
1514,286,25,99,resume,373,0,0,2026-02-16T21:31:57
1515,286,34,21,stop,872,0,0,2026-02-16T21:30:18
1516,286,41,72,resume,870,4,4,2026-02-16T21:34:10
1517,286,17,176,start,455,0,0,2026-02-16T21:37:45
1518,286,24,120,resume,364,4,1,2026-02-16T21:37:09
1519,286,13,98,pause,775,0,0,2026-02-16T21:43:35
1520,286,24,135,pause,610,3,2,2026-02-16T21:28:15
1521,287,33,4,resume,44,0,0,2025-09-01T22:01:35
1522,287,26,12,stop,731,0,0,2025-09-01T21:57:15
1523,287,37,8,stop,492,0,0,2025-09-01T22:05:26
1524,287,32,45,pause,673,0,0,2025-09-01T22:02:43
1525,287,3,95,start,740,0,0,2025-09-01T21:56:09
1526,287,9,22,pause,876,0,0,2025-09-01T21:55:46
1527,288,4,81,start,567,0,0,2026-02-11T00:35:10
1528,288,42,158,resume,350,0,0,2026-02-11T00:58:40
1529,288,21,182,pause,610,0,0,2026-02-11T00:53:50
1530,288,1,171,pause,867,0,0,2026-02-11T00:51:33
1531,288,13,129,start,283,1,1,2026-02-11T00:42:08
1532,288,13,177,resume,187,1,2,2026-02-11T00:35:00
1533,288,22,120,resume,723,0,0,2026-02-11T00:27:07
1534,288,6,30,stop,196,0,0,2026-02-11T00:54:09
1535,289,41,6,resume,817,0,0,2025-09-04T13:57:50
1536,289,30,21,stop,262,0,0,2025-09-04T14:32:01
1537,289,13,192,resume,145,0,0,2025-09-04T14:32:20
1538,290,12,72,start,333,0,0,2025-12-11T00:56:03
1539,290,18,52,pause,312,0,0,2025-12-11T00:43:13
1540,290,6,126,pause,382,0,0,2025-12-11T00:50:39
1541,290,29,162,resume,184,0,0,2025-12-11T00:24:44
1542,290,25,40,resume,225,0,0,2025-12-11T01:44:10
1543,290,42,175,resume,222,0,0,2025-12-11T00:50:06
1544,290,36,191,resume,102,0,0,2025-12-11T01:04:18
1545,291,30,67,start,128,5,5,2026-05-25T15:39:30
1546,291,30,151,pause,587,0,0,2026-05-25T15:24:49
1547,291,3,83,resume,654,0,0,2026-05-25T15:23:42
1548,291,11,108,pause,354,0,0,2026-05-25T15:40:28
1549,292,23,79,start,569,2,0,2026-03-01T02:35:38
1550,292,38,148,resume,758,0,0,2026-03-01T02:34:12
1551,293,24,154,pause,704,4,2,2025-12-31T11:37:35
1552,293,15,130,start,446,0,0,2025-12-31T13:02:00
1553,293,26,152,start,534,0,0,2025-12-31T11:52:07
1554,293,39,179,stop,213,0,0,2025-12-31T13:22:24
1555,294,9,170,pause,65,0,0,2026-03-24T18:45:47
1556,294,10,89,pause,179,0,0,2026-03-24T17:44:37
1557,294,13,45,pause,92,0,0,2026-03-24T17:11:30
1558,294,28,24,resume,167,0,0,2026-03-24T18:11:30
1559,294,24,2,pause,362,0,0,2026-03-24T17:01:20
1560,294,26,179,pause,493,0,0,2026-03-24T18:09:33
1561,294,46,63,resume,108,0,0,2026-03-24T17:35:51
1562,294,9,103,resume,299,0,0,2026-03-24T18:27:43
1563,294,28,153,pause,83,0,0,2026-03-24T17:30:58
1564,294,38,7,pause,633,0,0,2026-03-24T17:10:43
1565,295,22,129,resume,635,0,0,2026-05-13T17:43:30
1566,295,5,166,pause,521,0,0,2026-05-13T17:33:13
1567,295,28,24,pause,679,2,3,2026-05-13T17:32:18
1568,295,44,124,start,441,0,0,2026-05-13T17:33:01
1569,296,7,120,resume,364,0,0,2025-01-08T04:43:28
1570,296,26,4,start,141,5,4,2025-01-08T04:19:55
1571,296,32,168,stop,421,0,0,2025-01-08T04:22:55
1572,296,28,67,resume,128,5,3,2025-01-08T04:29:07
1573,296,46,86,stop,383,0,0,2025-01-08T03:58:40
1574,296,28,137,resume,700,1,1,2025-01-08T03:50:30
1575,296,46,152,pause,537,0,0,2025-01-08T04:53:22
1576,297,30,73,start,898,0,0,2025-03-13T00:38:42
1577,297,39,176,pause,445,0,0,2025-03-13T00:23:57
1578,297,2,139,pause,310,3,3,2025-03-12T23:52:54
1579,297,41,10,resume,375,0,0,2025-03-13T01:02:12
1580,297,26,64,pause,557,0,0,2025-03-13T00:00:23
1581,297,41,127,pause,291,0,0,2025-03-13T00:24:43
1582,297,40,63,stop,864,0,0,2025-03-13T01:21:38
1583,297,37,118,start,344,0,0,2025-03-13T00:27:22
1584,298,47,164,resume,113,0,0,2025-01-14T08:17:19
1585,298,6,87,stop,777,0,0,2025-01-14T08:13:43
1586,298,12,192,pause,678,0,0,2025-01-14T08:33:33
1587,299,28,30,resume,594,0,0,2026-05-24T09:51:03
1588,299,33,139,stop,259,0,0,2026-05-24T10:03:37
1589,300,31,56,resume,457,0,0,2026-06-01T21:05:50
1590,301,43,12,resume,195,3,2,2025-01-25T15:14:50
1591,301,27,169,start,283,4,4,2025-01-25T15:34:28
1592,301,7,57,pause,736,0,0,2025-01-25T15:22:49
1593,302,47,183,resume,481,0,0,2026-02-09T10:37:29
1594,302,22,139,pause,581,0,0,2026-02-09T09:57:12
1595,303,29,39,pause,770,0,0,2025-04-14T10:47:51
1596,303,11,173,pause,422,0,0,2025-04-14T10:17:58
1597,303,6,162,pause,363,0,0,2025-04-14T10:21:14
1598,303,34,95,pause,778,0,0,2025-04-14T10:36:05
1599,303,2,40,resume,180,0,0,2025-04-14T10:55:52
1600,303,27,6,resume,300,0,0,2025-04-14T10:51:31
1601,304,25,138,start,631,0,0,2025-08-12T12:48:52
1602,304,26,56,pause,123,5,2,2025-08-12T11:56:29
1603,304,26,141,pause,779,2,3,2025-08-12T12:45:34
1604,304,24,162,start,713,3,4,2025-08-12T12:20:46
1605,304,26,127,resume,303,0,0,2025-08-12T12:40:31
1606,304,12,103,pause,555,0,0,2025-08-12T12:40:46
1607,304,42,45,resume,110,0,0,2025-08-12T12:10:25
1608,304,27,106,pause,39,0,0,2025-08-12T12:26:26
1609,305,33,21,resume,759,0,0,2025-12-09T05:23:49
1610,305,40,64,start,650,4,5,2025-12-09T04:46:38
1611,305,39,168,pause,533,0,0,2025-12-09T06:17:01
1612,306,47,62,pause,739,0,0,2026-02-08T23:46:45
1613,306,19,17,stop,221,0,0,2026-02-08T23:31:37
1614,306,44,155,pause,257,0,0,2026-02-08T23:41:16
1615,307,8,155,stop,173,0,0,2025-10-04T22:39:51
1616,307,5,2,resume,708,0,0,2025-10-04T23:09:13
1617,307,31,99,start,437,0,0,2025-10-04T23:28:18
1618,307,35,31,resume,631,0,0,2025-10-04T23:07:12
1619,307,2,113,pause,753,0,0,2025-10-04T22:27:15
