attempt_id,session_id,question_id,answer_chosen,correct,time_spent_seconds,timestamp,asked_for_help,help_type,audio_replays,audio_interrupts,selected_awnser
824,212,25,99,True,202,2025-09-24T21:39:43,True,explain,0,0,D
825,212,10,37,False,70,2025-09-24T21:25:19,False,,0,0,D
826,212,50,199,False,260,2025-09-24T21:34:26,False,,0,0,C
827,212,24,96,True,263,2025-09-24T21:29:53,False,,0,0,D
828,212,15,57,False,258,2025-09-24T21:16:17,True,explain,0,0,A
829,213,6,22,True,218,2026-01-29T09:33:21,True,explain,0,0,C
830,213,24,96,True,181,2026-01-29T09:42:05,False,,0,0,B
831,213,51,201,True,193,2026-01-29T09:31:27,False,,0,0,A
832,213,47,188,False,264,2026-01-29T09:37:09,False,,4,1,A
833,214,13,50,True,89,2025-12-15T05:22:16,False,,0,0,B
834,214,43,172,True,66,2025-12-15T05:22:12,False,,0,0,C
835,214,18,72,True,68,2025-12-15T05:16:39,False,,0,0,B
836,215,23,90,True,78,2024-12-20T15:14:57,True,explain,0,0,B
837,215,14,55,True,189,2024-12-20T14:30:03,False,,0,0,A
838,215,23,90,True,190,2024-12-20T15:10:43,False,,0,0,D
839,215,24,96,True,145,2024-12-20T14:58:48,False,,0,0,B
840,217,5,17,True,21,2026-01-11T00:36:43,True,hint,2,3,A
841,217,16,62,True,131,2026-01-11T00:04:52,False,,4,1,D
842,217,47,187,True,176,2026-01-11T00:52:17,False,,0,0,A
843,217,19,76,False,239,2026-01-11T00:40:59,False,,0,0,B
844,217,19,75,True,108,2026-01-11T00:17:10,False,,0,0,C
845,217,32,125,True,138,2026-01-11T00:37:55,False,,0,0,A
846,217,22,87,True,261,2026-01-11T00:02:25,False,,0,0,B
847,219,8,32,False,59,2025-12-17T08:15:56,True,example,0,0,A
848,219,20,79,True,278,2025-12-17T08:05:12,False,,0,0,B
849,219,21,84,False,54,2025-12-17T08:17:06,True,hint,0,0,D
850,220,1,1,True,34,2025-06-13T10:53:27,False,,2,2,B
851,220,23,90,True,283,2025-06-13T10:58:01,True,explain,0,0,D
852,220,6,24,False,16,2025-06-13T10:31:26,False,,0,0,D
853,220,27,105,False,185,2025-06-13T09:22:02,True,explain,0,0,A
854,220,27,108,False,78,2025-06-13T09:50:26,False,,4,1,B
855,220,22,87,True,223,2025-06-13T11:03:58,False,,0,0,A
856,221,27,107,True,21,2025-03-02T06:44:58,False,,0,0,D
857,221,38,149,True,273,2025-03-02T06:44:46,False,,0,0,D
858,221,12,46,False,219,2025-03-02T06:57:48,False,,0,0,A
859,222,36,143,True,88,2025-08-17T11:37:38,False,,0,0,A
860,222,15,60,True,237,2025-08-17T11:36:29,False,,3,1,A
861,222,1,1,True,31,2025-08-17T11:46:03,True,example,4,1,D
862,222,31,124,True,150,2025-08-17T11:51:39,False,,0,0,C
863,222,29,113,True,91,2025-08-17T11:50:31,False,,1,2,B
864,222,51,202,False,237,2025-08-17T11:58:14,True,hint,3,2,A
865,222,38,152,False,156,2025-08-17T11:51:32,True,explain,3,1,A
866,222,26,102,False,237,2025-08-17T11:53:38,False,,0,0,A
867,223,37,146,True,115,2026-02-01T13:32:50,False,,0,0,B
868,223,23,90,True,148,2026-02-01T14:09:58,False,,0,0,C
869,223,35,139,True,260,2026-02-01T14:02:46,False,,1,0,B
870,223,51,201,True,190,2026-02-01T14:23:43,True,example,0,0,A
871,223,14,55,True,220,2026-02-01T13:21:13,False,,0,0,A
872,223,20,79,True,107,2026-02-01T14:23:31,True,hint,0,0,C
873,223,28,111,True,201,2026-02-01T13:03:09,True,example,0,0,B
874,224,48,190,True,121,2026-03-07T15:07:13,False,,0,0,D
875,225,36,141,False,37,2026-03-31T22:49:17,False,,4,0,C
876,226,48,190,True,298,2026-03-15T12:38:53,False,,0,0,A
877,226,46,181,True,230,2026-03-15T12:48:02,False,,0,0,B
878,226,11,41,False,193,2026-03-15T12:33:06,False,,0,0,D
879,226,12,48,True,19,2026-03-15T12:34:26,False,,0,0,B
880,226,34,135,False,55,2026-03-15T12:32:25,False,,0,0,D
881,227,2,7,True,192,2025-06-24T04:14:06,False,,0,0,D
882,227,6,24,False,246,2025-06-24T03:07:51,False,,3,1,B
883,227,32,128,False,257,2025-06-24T03:58:22,True,example,0,0,C
884,227,8,29,True,272,2025-06-24T03:52:35,True,example,0,0,A
885,227,47,187,True,59,2025-06-24T03:27:05,False,,1,0,A
886,228,17,66,True,261,2026-01-27T23:07:49,True,explain,0,0,C
887,228,29,113,True,245,2026-01-27T23:50:27,False,,0,0,C
888,228,1,3,False,163,2026-01-27T23:51:06,True,explain,0,0,A
889,228,31,121,False,8,2026-01-27T23:50:14,False,,1,3,D
890,229,25,99,True,69,2026-04-19T12:50:09,False,,2,0,A
891,230,16,63,False,188,2025-10-14T14:49:30,True,explain,0,0,C
892,230,5,17,True,71,2025-10-14T14:37:30,True,example,0,0,A
893,230,29,113,True,43,2025-10-14T13:52:06,False,,0,0,C
894,230,49,195,False,40,2025-10-14T14:41:18,False,,0,0,C
895,230,31,124,True,228,2025-10-14T13:53:35,False,,0,0,B
896,230,4,14,True,42,2025-10-14T14:38:34,True,explain,3,3,A
897,230,39,153,False,178,2025-10-14T14:25:56,False,,0,0,B
898,231,28,111,True,258,2026-04-08T10:59:01,False,,3,2,B
899,231,15,60,True,143,2026-04-08T11:24:35,False,,0,0,C
900,231,3,12,False,57,2026-04-08T10:42:26,True,hint,0,0,D
901,231,42,167,True,153,2026-04-08T11:29:49,False,,0,0,B
902,232,1,4,False,28,2024-08-29T15:50:40,False,,0,0,D
903,233,25,99,True,145,2026-01-24T07:10:18,False,,0,0,C
904,233,18,72,True,260,2026-01-24T07:20:53,False,,0,0,C
905,233,24,95,False,245,2026-01-24T07:21:32,False,,0,0,D
906,233,43,172,True,190,2026-01-24T08:07:59,True,hint,4,2,A
907,233,1,2,False,47,2026-01-24T08:13:56,False,,0,0,A
908,234,26,103,True,14,2026-05-20T05:22:46,False,,0,0,C
909,234,2,7,True,184,2026-05-20T05:16:39,True,example,2,0,C
910,234,10,38,True,110,2026-05-20T05:22:51,False,,0,0,B
911,234,28,109,False,182,2026-05-20T05:25:45,False,,1,3,B
912,234,33,130,True,277,2026-05-20T05:28:59,False,,0,0,A
913,234,13,50,True,65,2026-05-20T05:16:06,False,,3,1,B
914,234,11,43,True,204,2026-05-20T05:16:43,False,,2,2,A
915,234,46,184,False,224,2026-05-20T05:08:01,False,,0,0,B
916,235,17,66,True,259,2025-10-21T00:14:01,False,,0,0,D
917,235,13,50,True,255,2025-10-21T00:32:43,True,hint,1,2,B
918,235,17,66,True,251,2025-10-20T23:39:09,True,explain,0,0,D
919,235,46,181,True,173,2025-10-21T00:44:36,True,hint,0,0,C
920,235,42,165,False,299,2025-10-20T23:48:20,False,,0,0,D
921,235,46,181,True,98,2025-10-20T23:59:24,False,,0,0,D
922,235,30,117,True,41,2025-10-20T23:27:17,False,,0,0,B
923,236,7,27,True,111,2025-04-05T17:37:29,False,,1,3,C
924,237,49,194,False,212,2026-01-13T12:46:00,False,,0,0,C
925,237,50,199,False,58,2026-01-13T11:28:02,False,,0,0,B
926,237,9,33,True,290,2026-01-13T11:58:27,False,,0,0,B
927,238,46,183,False,299,2025-06-15T17:44:25,False,,1,1,D
928,238,34,136,False,270,2025-06-15T17:33:18,True,example,0,0,B
929,238,8,29,True,32,2025-06-15T18:08:06,True,example,2,3,A
930,238,40,160,True,159,2025-06-15T17:40:34,False,,0,0,B
931,238,13,50,True,229,2025-06-15T18:49:46,False,,0,0,B
932,238,7,27,True,133,2025-06-15T18:14:43,False,,0,0,D
933,238,24,96,True,254,2025-06-15T18:49:09,True,hint,0,0,A
934,238,15,58,False,264,2025-06-15T18:08:26,False,,0,0,B
935,239,7,28,False,289,2025-07-09T14:35:19,False,,2,2,A
936,239,9,36,False,251,2025-07-09T14:18:25,False,,0,0,B
937,239,33,130,True,40,2025-07-09T14:49:15,False,,4,2,A
938,239,16,62,True,13,2025-07-09T14:02:13,False,,0,0,D
939,240,43,169,False,124,2025-10-18T16:11:49,True,example,0,0,A
940,240,45,177,True,175,2025-10-18T16:14:17,False,,0,0,B
941,240,16,62,True,135,2025-10-18T16:17:46,True,hint,0,0,D
942,240,5,18,False,115,2025-10-18T16:15:46,False,,0,0,B
943,240,7,28,False,31,2025-10-18T16:19:52,True,explain,3,1,A
944,240,7,27,True,157,2025-10-18T16:12:11,False,,0,0,D
945,240,31,124,True,169,2025-10-18T16:11:31,False,,0,0,D
946,241,37,145,False,117,2025-06-24T22:37:52,False,,0,0,D
947,241,8,29,True,22,2025-06-24T23:03:55,False,,0,0,D
948,241,43,169,False,165,2025-06-24T23:12:03,False,,0,0,C
949,241,35,139,True,139,2025-06-24T22:26:06,True,explain,0,0,C
950,241,29,116,False,280,2025-06-24T23:21:20,False,,0,0,D
951,242,12,48,True,190,2025-06-18T11:12:28,False,,0,0,C
952,242,43,172,True,148,2025-06-18T09:29:36,False,,0,0,B
953,242,47,187,True,129,2025-06-18T09:32:34,True,hint,0,0,A
954,242,17,65,False,22,2025-06-18T10:08:38,False,,0,0,A
955,243,2,7,True,144,2026-05-30T23:08:35,False,,0,0,C
956,243,17,66,True,155,2026-05-30T23:01:15,False,,3,3,C
957,243,17,66,True,113,2026-05-30T23:03:19,False,,0,0,D
958,243,24,96,True,287,2026-05-30T23:05:36,False,,0,0,B
959,243,26,103,True,35,2026-05-30T23:01:37,False,,0,0,B
960,243,45,177,True,50,2026-05-30T23:08:52,False,,0,0,A
961,244,7,26,False,195,2024-12-18T00:30:52,False,,0,0,A
962,244,22,87,True,178,2024-12-18T00:39:41,False,,4,0,D
963,245,28,110,False,252,2025-03-18T20:55:36,True,example,0,0,D
964,245,50,197,False,122,2025-03-18T20:48:39,False,,0,0,B
965,245,8,29,True,88,2025-03-18T20:12:34,False,,0,0,D
966,245,33,130,True,219,2025-03-18T20:05:40,True,example,0,0,B
967,246,6,24,False,265,2025-10-15T21:18:44,False,,1,0,B
968,246,41,164,True,85,2025-10-15T21:08:44,False,,0,0,D
969,246,21,81,False,141,2025-10-15T21:20:33,False,,0,0,C
970,246,37,145,False,299,2025-10-15T20:58:07,False,,0,0,D
971,247,35,139,True,84,2025-08-21T14:26:11,False,,3,3,A
972,247,31,122,False,249,2025-08-21T14:19:10,False,,0,0,C
973,247,31,122,False,169,2025-08-21T14:13:54,False,,0,0,B
974,247,37,146,True,69,2025-08-21T14:32:27,False,,4,2,D
975,247,30,117,True,46,2025-08-21T14:24:27,False,,0,0,B
976,248,17,66,True,227,2025-12-02T08:55:06,True,explain,1,2,D
977,248,29,113,True,196,2025-12-02T08:53:09,False,,4,1,D
978,248,43,172,True,249,2025-12-02T09:05:32,False,,0,0,A
979,248,23,91,False,33,2025-12-02T07:39:55,False,,0,0,C
980,248,48,190,True,149,2025-12-02T07:52:25,False,,0,0,C
981,250,21,82,True,115,2025-10-02T01:10:23,False,,0,0,C
982,250,36,143,True,247,2025-10-02T01:04:34,False,,0,0,D
983,250,22,85,False,175,2025-10-02T00:43:27,False,,3,1,A
984,250,11,43,True,78,2025-10-02T01:09:28,False,,3,3,A
985,250,36,143,True,85,2025-10-02T01:24:35,False,,0,0,D
986,250,2,7,True,281,2025-10-02T00:43:44,False,,0,0,B
987,250,28,110,False,93,2025-10-02T01:19:08,False,,0,0,C
988,250,24,96,True,208,2025-10-02T01:28:26,True,explain,0,0,C
989,251,50,200,True,256,2026-05-13T12:04:14,False,,3,0,A
990,251,44,175,True,246,2026-05-13T12:51:36,False,,3,1,C
991,251,25,99,True,248,2026-05-13T12:33:04,True,explain,0,0,B
992,252,43,172,True,162,2026-03-13T19:42:38,True,example,1,1,B
993,252,31,124,True,226,2026-03-13T19:20:50,False,,0,0,B
994,252,18,72,True,51,2026-03-13T19:31:29,False,,0,0,C
995,253,45,177,True,139,2025-09-10T08:53:18,True,hint,0,0,A
996,254,30,118,False,187,2025-04-07T19:13:48,True,hint,0,0,A
997,254,2,5,False,35,2025-04-07T19:40:23,False,,0,0,D
998,254,44,175,True,298,2025-04-07T19:37:23,False,,3,1,B
999,254,23,92,False,151,2025-04-07T19:33:22,False,,0,0,C
1000,254,31,121,False,286,2025-04-07T19:16:26,False,,0,0,C
1001,254,16,62,True,248,2025-04-07T19:27:01,True,example,0,0,A
1002,254,37,146,True,188,2025-04-07T18:37:56,False,,0,0,C
1003,254,11,43,True,161,2025-04-07T19:19:27,False,,0,0,B
1004,255,36,144,False,128,2025-05-10T00:37:46,True,example,0,0,C
1005,255,6,24,False,231,2025-05-10T00:17:19,False,,0,0,D
1006,255,32,127,False,47,2025-05-10T00:13:13,False,,0,0,A
1007,255,46,182,False,200,2025-05-10T00:22:38,False,,0,0,C
1008,255,21,82,True,30,2025-05-10T00:16:24,True,explain,0,0,A
1009,255,46,183,False,295,2025-05-10T00:13:50,False,,0,0,C
1010,255,45,177,True,97,2025-05-10T00:26:33,False,,0,0,D
1011,256,19,75,True,167,2026-01-22T07:41:58,False,,0,0,B
1012,256,5,18,False,170,2026-01-22T08:33:56,False,,0,0,C
1013,256,15,57,False,249,2026-01-22T07:44:56,False,,0,0,A
1014,256,46,181,True,102,2026-01-22T07:48:41,False,,0,0,D
1015,256,2,5,False,58,2026-01-22T08:54:56,False,,4,1,D
1016,256,39,154,True,7,2026-01-22T07:49:17,False,,3,1,D
1017,256,36,143,True,86,2026-01-22T09:21:15,True,example,0,0,C
1018,256,1,1,True,176,2026-01-22T08:07:53,True,example,0,0,D
1019,257,42,167,True,143,2026-01-02T13:06:57,True,example,0,0,A
1020,257,31,124,True,21,2026-01-02T13:37:22,False,,0,0,C
1021,257,21,81,False,297,2026-01-02T13:36:48,True,example,0,0,D
1022,257,10,38,True,145,2026-01-02T13:30:29,True,explain,0,0,D
1023,257,27,107,True,262,2026-01-02T13:32:28,False,,0,0,C
1024,257,21,82,True,91,2026-01-02T13:03:57,False,,0,0,D
1025,258,25,99,True,261,2025-10-04T05:26:41,False,,0,0,A
1026,258,49,193,True,270,2025-10-04T05:10:35,False,,0,0,D
1027,258,8,29,True,193,2025-10-04T06:01:18,True,hint,0,0,A
1028,258,43,170,False,255,2025-10-04T05:03:11,False,,0,0,B
1029,259,36,143,True,139,2025-09-18T11:12:07,False,,0,0,C
1030,259,20,78,False,138,2025-09-18T11:19:03,True,example,0,0,D
1031,259,41,164,True,27,2025-09-18T11:09:14,False,,0,0,A
1032,259,43,172,True,95,2025-09-18T11:14:04,False,,0,0,C
1033,259,29,113,True,215,2025-09-18T11:18:29,False,,0,0,A
1034,259,1,1,True,45,2025-09-18T11:14:28,False,,0,0,A
1035,261,17,66,True,83,2025-11-06T21:33:09,False,,0,0,B
1036,261,42,166,False,58,2025-11-06T21:33:17,False,,0,0,C
1037,261,30,119,False,258,2025-11-06T21:30:17,False,,1,3,C
1038,261,8,32,False,7,2025-11-06T21:35:53,False,,0,0,D
1039,261,12,48,True,228,2025-11-06T21:26:19,False,,0,0,D
1040,261,31,122,False,72,2025-11-06T21:33:21,False,,0,0,B
1041,262,15,60,True,10,2026-05-22T12:48:50,False,,0,0,B
1042,262,11,43,True,253,2026-05-22T12:38:26,True,hint,0,0,D
1043,263,18,69,False,300,2025-12-27T19:47:41,False,,0,0,A
1044,263,38,151,False,205,2025-12-27T20:17:29,False,,0,0,A
1045,263,43,170,False,71,2025-12-27T19:45:09,True,hint,0,0,D
1046,263,1,4,False,188,2025-12-27T20:11:23,True,example,1,0,D
1047,263,11,44,False,128,2025-12-27T20:09:22,False,,0,0,B
1048,263,22,87,True,205,2025-12-27T20:08:10,False,,0,0,D
1049,263,28,109,False,212,2025-12-27T20:34:53,False,,0,0,C
1050,264,48,190,True,189,2025-05-02T03:13:19,False,,4,3,B
1051,264,4,14,True,146,2025-05-02T03:20:58,False,,0,0,A
1052,264,18,72,True,242,2025-05-02T03:51:19,False,,0,0,D
1053,264,35,140,False,65,2025-05-02T03:47:03,False,,0,0,A
1054,264,28,111,True,128,2025-05-02T03:53:27,False,,0,0,B
1055,264,49,193,True,165,2025-05-02T03:52:27,False,,4,0,D
1056,264,25,99,True,7,2025-05-02T03:16:02,False,,0,0,D
1057,264,4,14,True,129,2025-05-02T03:01:03,False,,0,0,D
1058,266,34,133,True,222,2026-03-01T03:03:07,False,,0,0,A
1059,266,1,2,False,30,2026-03-01T03:22:47,False,,0,0,A
1060,267,21,83,False,112,2025-11-24T20:13:56,False,,0,0,A
1061,267,12,48,True,266,2025-11-24T19:38:30,False,,0,0,C
1062,267,29,113,True,11,2025-11-24T19:48:22,False,,2,2,A
1063,267,24,93,False,85,2025-11-24T19:42:44,False,,1,0,D
1064,267,31,122,False,190,2025-11-24T19:36:27,False,,1,2,A
1065,267,23,91,False,16,2025-11-24T20:17:03,False,,1,3,C
1066,267,3,12,False,39,2025-11-24T19:46:29,False,,0,0,B
1067,267,50,200,True,79,2025-11-24T20:08:15,False,,0,0,D
1068,268,38,149,True,108,2026-03-08T06:58:01,False,,0,0,B
1069,268,12,47,False,31,2026-03-08T07:24:40,False,,2,3,A
1070,268,10,38,True,110,2026-03-08T07:44:34,False,,3,0,B
1071,268,35,137,False,225,2026-03-08T07:26:30,False,,0,0,C
1072,268,28,111,True,104,2026-03-08T07:01:28,False,,0,0,C
1073,268,21,84,False,148,2026-03-08T07:25:09,False,,0,0,D
1074,268,8,29,True,155,2026-03-08T07:25:51,False,,0,0,B
1075,268,7,27,True,121,2026-03-08T07:14:15,False,,0,0,A
1076,269,18,72,True,118,2025-01-04T03:22:09,True,example,2,0,D
1077,269,10,38,True,137,2025-01-04T03:06:22,True,explain,0,0,B
1078,270,25,99,True,260,2025-03-24T12:49:03,False,,0,0,D
1079,270,11,43,True,219,2025-03-24T13:02:33,True,hint,0,0,D
1080,270,23,90,True,34,2025-03-24T12:57:38,False,,2,1,B
1081,270,3,11,True,282,2025-03-24T12:27:20,False,,4,3,A
1082,270,30,117,True,6,2025-03-24T12:45:03,False,,4,1,D
1083,270,44,175,True,283,2025-03-24T13:02:20,False,,0,0,D
1084,270,25,98,False,263,2025-03-24T12:50:20,True,example,0,0,A
1085,270,11,43,True,88,2025-03-24T12:36:19,False,,0,0,C
1086,271,2,7,True,73,2026-03-08T16:42:03,False,,0,0,C
1087,271,40,160,True,231,2026-03-08T16:27:31,True,hint,0,0,A
1088,271,34,133,True,182,2026-03-08T17:53:25,False,,0,0,C
1089,271,34,136,False,144,2026-03-08T17:54:38,False,,0,0,B
1090,271,27,106,False,239,2026-03-08T17:56:27,True,example,0,0,B
1091,271,12,48,True,263,2026-03-08T17:34:05,False,,0,0,D
1092,272,27,107,True,300,2026-03-23T01:20:23,False,,0,0,C
1093,272,2,7,True,113,2026-03-23T01:16:46,False,,0,0,B
1094,272,42,168,False,128,2026-03-23T01:16:02,False,,0,0,B
1095,272,34,133,True,46,2026-03-23T01:03:57,False,,0,0,C
1096,272,41,164,True,44,2026-03-23T00:58:12,False,,2,0,D
1097,272,25,98,False,146,2026-03-23T02:16:36,False,,0,0,C
1098,273,8,29,True,24,2026-03-01T01:58:25,True,example,0,0,D
1099,273,9,33,True,230,2026-03-01T02:06:42,False,,0,0,D
1100,273,1,3,False,155,2026-03-01T02:01:05,False,,0,0,D
1101,274,40,159,False,223,2026-05-04T18:46:28,True,hint,0,0,C
1102,274,43,169,False,292,2026-05-04T19:11:24,False,,0,0,D
1103,275,12,48,True,87,2026-03-22T19:59:51,True,example,0,0,D
1104,275,18,72,True,138,2026-03-22T19:59:12,False,,2,3,B
1105,275,43,172,True,74,2026-03-22T20:13:53,False,,0,0,D
1106,275,23,90,True,261,2026-03-22T20:12:32,True,hint,0,0,D
1107,275,6,22,True,259,2026-03-22T20:02:39,False,,0,0,A
1108,275,20,79,True,87,2026-03-22T20:05:38,False,,0,0,D
1109,275,24,96,True,44,2026-03-22T20:00:08,False,,4,3,C
1110,276,3,11,True,23,2026-05-16T13:41:51,False,,1,0,A
1111,276,28,111,True,164,2026-05-16T14:19:29,False,,0,0,B
1112,276,7,27,True,71,2026-05-16T13:50:49,True,explain,0,0,C
1113,276,42,165,False,166,2026-05-16T13:02:31,False,,0,0,B
1114,276,44,175,True,106,2026-05-16T12:49:49,False,,0,0,B
1115,276,27,106,False,209,2026-05-16T13:42:09,True,hint,0,0,A
1116,277,35,138,False,38,2024-10-15T22:33:43,True,explain,0,0,A
1117,277,17,66,True,16,2024-10-15T22:01:42,False,,0,0,B
1118,277,30,119,False,299,2024-10-15T22:18:26,True,example,4,2,B
1119,277,44,174,False,168,2024-10-15T22:41:19,False,,3,3,D
1120,277,17,66,True,265,2024-10-15T21:59:22,False,,3,1,D
1121,277,39,154,True,293,2024-10-15T22:38:26,False,,0,0,B
1122,277,47,187,True,88,2024-10-15T22:40:33,True,example,0,0,B
1123,278,7,27,True,15,2024-08-10T10:41:45,True,hint,0,0,B
1124,278,32,125,True,152,2024-08-10T09:49:51,False,,0,0,B
1125,278,20,79,True,260,2024-08-10T10:25:16,False,,0,0,C
1126,280,31,121,False,206,2025-04-18T03:55:58,False,,0,0,D
1127,280,51,204,False,156,2025-04-18T03:28:13,True,hint,4,3,A
1128,280,39,154,True,93,2025-04-18T03:51:12,True,hint,0,0,B
1129,280,41,164,True,69,2025-04-18T03:42:39,True,example,3,3,A
1130,281,38,149,True,245,2026-03-19T06:55:14,False,,0,0,A
1131,281,34,134,False,184,2026-03-19T07:06:44,False,,0,0,C
1132,282,50,200,True,145,2026-05-08T10:30:54,False,,0,0,D
1133,284,27,105,False,127,2026-03-03T11:07:50,False,,3,1,C
1134,284,35,140,False,171,2026-03-03T11:09:36,False,,0,0,D
1135,284,45,178,False,88,2026-03-03T10:35:44,False,,1,0,B
1136,284,41,164,True,139,2026-03-03T11:18:49,False,,0,0,B
1137,284,41,161,False,194,2026-03-03T11:24:15,False,,0,0,D
1138,284,24,95,False,210,2026-03-03T11:29:01,True,explain,2,1,D
1139,284,17,65,False,176,2026-03-03T10:59:17,False,,1,3,A
1140,284,32,125,True,269,2026-03-03T11:02:07,False,,0,0,C
1141,285,42,167,True,104,2025-08-17T14:19:34,False,,0,0,A
1142,285,20,79,True,284,2025-08-17T14:26:07,False,,3,3,B
1143,286,10,37,False,185,2026-02-16T21:28:26,True,example,3,1,D
1144,286,29,116,False,257,2026-02-16T21:42:56,False,,0,0,C
1145,286,48,190,True,233,2026-02-16T21:36:25,False,,2,0,B
1146,286,32,125,True,221,2026-02-16T21:39:24,False,,0,0,D
1147,286,41,164,True,15,2026-02-16T21:40:01,False,,0,0,B
1148,286,28,111,True,272,2026-02-16T21:38:03,False,,0,0,D
1149,286,1,1,True,121,2026-02-16T21:35:22,True,example,0,0,A
1150,286,51,201,True,6,2026-02-16T21:32:17,False,,0,0,B
1151,287,25,97,False,289,2025-09-01T21:59:36,False,,2,3,C
1152,287,51,201,True,268,2025-09-01T22:01:54,False,,4,2,B
1153,287,48,189,False,110,2025-09-01T22:00:23,True,hint,0,0,A
1154,287,29,113,True,158,2025-09-01T21:57:13,False,,0,0,C
1155,287,8,29,True,166,2025-09-01T22:05:07,False,,0,0,D
1156,287,17,68,False,299,2025-09-01T22:04:53,True,example,0,0,B
1157,287,29,114,False,235,2025-09-01T22:03:51,False,,0,0,B
1158,288,1,1,True,61,2026-02-11T01:01:08,False,,0,0,B
1159,288,42,165,False,50,2026-02-11T00:50:56,False,,0,0,D
1160,288,2,7,True,196,2026-02-11T00:40:54,False,,0,0,A
1161,288,26,104,False,9,2026-02-11T01:04:11,False,,0,0,C
1162,288,18,72,True,5,2026-02-11T01:04:58,True,explain,0,0,C
1163,288,25,98,False,207,2026-02-11T00:38:45,False,,0,0,D
1164,289,38,149,True,47,2025-09-04T15:24:33,False,,0,0,C
1165,289,34,133,True,82,2025-09-04T14:24:22,True,hint,0,0,C
1166,289,28,109,False,253,2025-09-04T15:09:49,False,,4,0,D
1167,290,30,117,True,156,2025-12-11T00:35:23,False,,0,0,A
1168,290,46,181,True,108,2025-12-11T00:26:52,False,,4,0,C
1169,290,31,124,True,67,2025-12-11T00:54:40,False,,0,0,A
1170,290,30,117,True,66,2025-12-11T00:59:53,False,,0,0,D
1171,290,28,109,False,150,2025-12-11T00:55:55,False,,0,0,A
1172,291,36,143,True,81,2026-05-25T15:11:34,False,,0,0,B
1173,291,43,171,False,245,2026-05-25T15:29:08,True,example,0,0,B
1174,291,14,55,True,205,2026-05-25T15:34:05,False,,0,0,D
1175,291,29,116,False,124,2026-05-25T15:03:36,False,,1,3,A
1176,291,17,66,True,186,2026-05-25T15:03:49,False,,0,0,B
1177,291,14,55,True,49,2026-05-25T15:06:42,False,,0,0,C
1178,292,47,187,True,279,2026-03-01T02:25:34,False,,0,0,B
1179,292,49,195,False,65,2026-03-01T02:42:53,False,,0,0,D
1180,292,51,201,True,90,2026-03-01T02:43:44,True,hint,0,0,A
1181,292,37,146,True,280,2026-03-01T02:22:55,False,,0,0,B
1182,292,42,165,False,267,2026-03-01T02:46:00,True,example,0,0,B
1183,292,38,150,False,230,2026-03-01T02:41:13,False,,0,0,C
1184,293,19,75,True,284,2025-12-31T11:40:26,False,,0,0,A
1185,293,15,60,True,294,2025-12-31T13:14:56,False,,0,0,A
1186,293,44,175,True,261,2025-12-31T13:10:01,False,,4,0,D
1187,293,34,133,True,46,2025-12-31T12:22:18,False,,0,0,D
1188,293,25,99,True,82,2025-12-31T13:09:02,False,,0,0,C
1189,293,1,1,True,20,2025-12-31T12:12:20,True,example,3,1,C
1190,295,31,124,True,95,2026-05-13T17:35:39,False,,0,0,A
1191,295,4,14,True,271,2026-05-13T17:50:09,True,hint,4,2,D
1192,295,10,40,False,244,2026-05-13T17:39:01,True,example,0,0,A
1193,295,38,151,False,113,2026-05-13T17:33:03,False,,0,0,C
1194,296,3,11,True,211,2025-01-08T04:08:05,False,,0,0,C
1195,297,29,115,False,247,2025-03-12T23:56:32,False,,0,0,C
1196,297,44,175,True,189,2025-03-13T01:03:07,False,,3,1,C
1197,298,12,48,True,165,2025-01-14T08:29:17,False,,3,3,D
1198,298,50,200,True,57,2025-01-14T08:09:36,False,,0,0,C
1199,298,16,62,True,12,2025-01-14T08:22:49,False,,0,0,B
1200,298,16,62,True,168,2025-01-14T08:06:52,False,,0,0,B
1201,299,17,65,False,296,2026-05-24T09:53:37,False,,0,0,D
1202,299,28,111,True,8,2026-05-24T09:57:43,False,,2,2,A
1203,301,45,177,True,27,2025-01-25T15:39:41,False,,0,0,C
1204,301,11,43,True,282,2025-01-25T15:18:41,False,,4,1,C
1205,301,34,133,True,236,2025-01-25T15:15:17,False,,0,0,D
1206,301,11,43,True,242,2025-01-25T15:32:48,False,,0,0,D
1207,301,4,14,True,74,2025-01-25T15:25:10,True,hint,0,0,A
1208,301,30,117,True,194,2025-01-25T15:19:39,False,,2,3,A
1209,302,50,200,True,232,2026-02-09T10:29:42,False,,0,0,C
1210,302,45,177,True,254,2026-02-09T10:02:36,False,,4,3,A
1211,302,45,179,False,99,2026-02-09T10:34:06,False,,1,1,B
1212,303,40,160,True,191,2025-04-14T11:09:59,False,,0,0,D
1213,303,25,99,True,86,2025-04-14T10:55:59,False,,0,0,D
1214,303,11,43,True,213,2025-04-14T11:09:06,True,example,0,0,C
1215,304,44,173,False,34,2025-08-12T12:14:47,False,,4,0,D
1216,304,42,167,True,23,2025-08-12T12:49:01,False,,0,0,B
1217,305,40,160,True,269,2025-12-09T06:32:59,False,,4,0,C
1218,305,32,125,True,59,2025-12-09T06:03:46,False,,0,0,B
1219,305,13,50,True,175,2025-12-09T05:52:12,False,,0,0,D
1220,305,21,82,True,42,2025-12-09T04:52:24,False,,0,0,C
1221,305,34,133,True,285,2025-12-09T06:20:04,True,example,0,0,D
